company,stock_name,fye,qtr,qrd,date_announced,cipr,pipr,ccpr,pcpr,cippl,pippl,ccppl,pcppl,cipplt,pipplt,ccpplt,pcpplt,ref
LAY HONG BERHAD,"LAYHONG  
 ",30/9/2005,2,31/3/2006,29 Nov 2005  ,62001,46176,123060,85486,"5,110","-1,964","10,174","-3,762","3,298","-1,167","6,011","-2,202",575635
POS MALAYSIA & SERVICES HOLDINGS BERHAD,"POSHLDG  
 ",30/9/2005,3,31/12/2005,29 Nov 2005  ,199291,173525,592900,509714,"48,367","31,895","197,252","93,180","49,298","22,081","175,417","65,864",575636
ANTAH HOLDING BERHAD,"ANTAH  
 ",30/9/2005,1,30/6/2006,29 Nov 2005  ,33858,33385,33858,33385,"-7,401","-14,245","-7,401","-14,245","-7,631","-14,340","-7,631","-14,340",575648
CAM RESOURCES BERHAD,"CAMRES  
 ",30/9/2005,3,31/12/2005,30 Nov 2005  ,13703,13716,44190,44308,793,"2,039","2,680","6,632",638,"1,729","1,995","5,208",575650
TANAH EMAS CORPORATION BERHAD,"TANAMAS  
 ",30/9/2005,1,30/6/2006,29 Nov 2005  ,23744,29439,23744,29439,918,846,918,846,606,448,606,448,575651
ASTRAL ASIA BERHAD,"AASIA  
 ",30/9/2005,3,31/12/2005,30 Nov 2005  ,8376,15384,19866,42788,-605,"1,716","1,629","1,028",-754,"1,219",303,"-8,510",575666
EQUATOR LIFE SCIENCE BERHAD,"EQUATOR  
 ",30/9/2005,3,31/12/2005,30 Nov 2005  ,3697,0,12985,0,172,0,"2,090",0,84,0,"1,500",0,575669
MUTIARA GOODYEAR DEVELOPMENT BERHAD,"MUTIARA  
 ",31/10/2005,2,30/4/2006,13 Dec 2005  ,28796,20436,80945,46015,"3,003","1,538","6,725","4,010","2,196","1,636","4,673","3,499",575676
ASTRO ALL ASIA NETWORKS PLC,"ASTRO  
 ",31/10/2005,3,31/1/2006,1 Dec 2005  ,507544,440746,1480105,1255271,"59,320","29,559","176,770","123,592","56,586","29,801","140,388","82,929",575682
K.P. KENINGAU BERHAD,"KPK  
 ",31/10/2005,1,31/7/2006,22 Dec 2005  ,172,765,172,765,"-1,287","-1,455","-1,287","-1,455","-1,287","-1,465","-1,287","-1,465",575684
TA ENTERPRISE BERHAD,"TA  
 ",31/10/2005,3,31/1/2006,15 Dec 2005  ,82971,66651,213040,189040,"38,069","33,478","61,577","73,635","32,820","30,906","52,781","60,447",575704
KWANTAS CORPORATION BERHAD,"KWANTAS  
 ",30/9/2005,1,30/6/2006,30 Nov 2005  ,274733,318856,274733,318856,"7,757","16,472","7,757","16,472","7,257","12,972","7,257","12,972",575708
DK LEATHER CORPORATION BERHAD,"DKCORP  
 ",30/9/2005,2,31/3/2006,30 Nov 2005  ,28334,29029,59548,64196,"3,225","8,923","9,576","23,758","2,255","7,430","7,606","18,811",575709
COSWAY CORPORATION BERHAD,"COSWAY  
 ",31/10/2005,2,30/4/2006,15 Dec 2005  ,303967,276223,579809,537867,"27,881","39,597","47,696","61,179","17,352","29,737","29,479","43,244",575711
OCI BERHAD,"OCI  
 ",30/9/2005,1,30/6/2006,30 Nov 2005  ,32187,27967,32187,27967,885,"1,156",885,"1,156",496,788,496,788,575713
KUANTAN FLOUR MILLS BHD,"KFM  
 ",30/9/2005,2,31/3/2006,30 Nov 2005  ,18611,20817,34327,40862,-871,"-1,271","-2,683","-3,118",-871,"-1,271","-2,683","-3,118",575717
PETALING TIN BERHAD,"PTGTIN  
 ",31/10/2005,4,31/10/2005,29 Dec 2005  ,19661,1552,86607,3701,"-8,848",-788,"-17,099","-4,982","-6,826",-905,"-15,107","-5,248",575741
INDUSTRI TEKNOLOGI MIKRO BERHAD,"MIKRO  
 ",30/9/2005,1,30/6/2005,20 Dec 2005  ,2318,0,2318,0,807,0,807,0,605,0,605,0,575742
ASIAN PAC HOLDINGS BERHAD,"ASIAPAC  
 ",31/12/2005,3,31/3/2006,27 Feb 2006  ,71107,44028,192508,132189,"6,947","3,536","19,332","11,956","15,844","1,834","23,139","7,530",575745
KUMPULAN EMAS BERHAD,"KEMAS  
 ",31/10/2005,1,31/7/2006,30 Dec 2005  ,14002,15018,14002,15018,"-13,665","-3,560","-13,665","-3,560","-14,652","-4,960","-14,652","-4,960",575758
TALAM CORPORATION BERHAD,"TALAM  
 ",31/10/2005,3,31/1/2006,30 Dec 2005  ,57797,325530,297406,905781,"-167,778","47,487","-265,471","116,428","-169,994","31,813","-267,055","82,512",575759
CARLSBERG BREWERY MALAYSIA BERHAD,"CARLSBG  
 ",31/3/2006,1,31/12/2006,22 May 2006  ,263642,254673,263642,254673,"41,837","31,183","41,837","31,183","32,214","23,848","32,214","23,848",575767
MQ TECHNOLOGY BERHAD,"MQTECH  
 ",31/3/2006,1,31/12/2006,22 May 2006  ,14599,11483,14599,11483,"1,966","1,485","1,966","1,485","1,746","1,276","1,746","1,276",575785
SOUTHERN BANK BERHAD,"SBANK  
 ",31/3/2006,1,31/12/2006,7 Jun 2006  ,526699,487371,526699,487371,"66,914","113,674","66,914","113,674","43,925","80,948","43,925","80,948",575794
PADIBERAS NASIONAL BERHAD,"BERNAS  
 ",31/3/2006,1,31/12/2006,5 Jun 2006  ,478943,451165,478943,451165,"43,655","45,033","43,655","45,033","30,379","33,229","30,379","33,229",575795
EON CAPITAL BERHAD,"EONCAP  
 ",31/3/2006,1,31/12/2006,2 Jun 2006  ,547565,494206,547565,494206,"108,891","83,318","108,891","83,318","75,650","57,220","75,650","57,220",575798
WONDERFUL WIRE & CABLE BERHAD,"WWCABLE  
 ",31/3/2006,1,31/12/2006,8 Jun 2006  ,31769,23898,31769,23898,"-4,957",948,"-4,957",948,"-4,803","1,219","-4,803","1,219",575805
SUNCHIRIN INDUSTRIES (MALAYSIA) BERHAD,"SUNCRN  
 ",31/3/2006,1,31/12/2006,16 May 2006  ,29786,27173,29786,27173,-642,"1,780",-642,"1,780",-474,"1,680",-474,"1,680",575821
PETRONAS GAS BERHAD,"PETGAS  
 ",31/3/2006,4,31/3/2006,24 May 2006  ,692400,576041,2839298,2307278,"219,849","221,950","1,024,906","893,308","207,281","224,709","971,038","823,226",575833
DAYA MATERIALS BERHAD,"DAYA  
 ",31/3/2006,1,31/12/2006,24 May 2006  ,7201,,7201,,"1,095",,"1,095",,971,,971,,575834
MOL.COM BERHAD,"MOL  
 ",31/3/2006,3,30/6/2006,23 May 2006  ,11294,7422,30540,29654,"-1,862",-342,"-4,615","-1,048","-1,953",-338,"-4,859","-1,050",575837
DIGISTAR CORPORATION BERHAD,"DIGISTA  
 ",31/3/2006,2,30/9/2006,23 May 2006  ,6910,8420,14092,20695,109,"1,272",249,"3,129",44,859,114,"2,169",575839
SALCON BERHAD,"SALCON  
 ",31/3/2006,1,31/12/2006,23 May 2006  ,33083,,33083,,453,,453,,164,,164,,575841
CHOO BEE METAL INDUSTRIES BHD,"CHOOBEE  
 ",31/3/2006,1,31/12/2006,19 May 2006  ,87526,76657,87526,76657,"8,117","10,640","8,117","10,640","6,468","7,782","6,468","7,782",575854
HEVEABOARD BERHAD,"HEVEA  
 ",31/3/2006,1,31/12/2006,22 May 2006  ,38182,32684,38182,32684,-467,"2,088",-467,"2,088","1,847","1,538","1,847","1,538",575861
SAAG CONSOLIDATED (M) BHD,"SAAG  
 ",31/3/2006,1,31/12/2006,30 May 2006  ,47495,33685,47495,33685,"5,138",510,"5,138",510,"3,111",206,"3,111",206,575867
METACORP BERHAD,"METACOR  
 ",31/3/2006,4,31/3/2006,30 May 2006  ,23551,30741,91815,116444,"-25,531","-2,293","-100,975","20,003","-27,709","-5,873","-108,953","8,842",575870
BREM HOLDING BERHAD,"BREM  
 ",31/3/2006,4,31/3/2006,30 May 2006  ,52043,41000,202827,184632,"9,688",243,"37,424","28,137","4,722","1,098","21,425","16,912",575873
PETALING GARDEN BERHAD,"PGARDEN  
 ",31/3/2006,1,31/12/2006,30 May 2006  ,35217,50421,35217,50421,"46,558","29,121","46,558","29,121","42,623","23,031","42,623","23,031",575874
INDUSTRONICS BERHAD,"ITRONIC  
 ",31/3/2006,1,31/12/2006,30 May 2006  ,22119,23776,22119,23776,307,"1,630",307,"1,630",36,998,36,998,575886
LAND & GENERAL BERHAD,"L&G  
 ",31/3/2006,4,31/3/2006,31 May 2006  ,204690,36408,283451,137512,"50,120","-132,721","105,247","-125,121","50,788","-140,860","76,354","-120,170",575897
PECD BERHAD,"PECD  
 ",31/3/2006,1,31/12/2006,30 May 2006  ,205846,300098,205846,300098,"1,037","9,618","1,037","9,618",137,"5,454",137,"5,454",575899
DOMINANT ENTERPRISE BERHAD,"DOMINAN  
 ",31/3/2006,4,31/3/2006,31 May 2006  ,59233,43450,223876,167514,"1,689","3,267","8,983","11,645",916,"2,621","6,585","9,428",575905
KIG GLASS INDUSTRIAL BERHAD,"KIG  
 ",31/3/2006,1,31/12/2006,29 May 2006  ,2948,16678,2948,16678,"-1,706","-7,101","-1,706","-7,101","-1,706","-7,101","-1,706","-7,101",575911
TEO GUAN LEE CORPORATION BERHAD,"TGL  
 ",31/3/2006,3,30/6/2006,30 May 2006  ,12087,13543,63136,60827,"-1,737",-944,"4,502","6,065","-1,410",-994,"3,619","4,715",575921
HWA TAI INDUSTRIES BERHAD,"HWATAI  
 ",31/3/2006,1,31/12/2006,31 May 2006  ,17404,20311,17404,20311,261,-712,261,-712,261,-712,261,-712,575930
LKT INDUSTRIAL BERHAD,"LKT  
 ",31/3/2006,1,31/12/2006,26 Apr 2006  ,73138,37321,73138,37321,"16,572","5,228","16,572","5,228","13,652","3,171","13,652","3,171",575941
GAMUDA BERHAD,"GAMUDA  
 ",30/4/2006,3,31/7/2006,22 Jun 2006  ,249838,409525,786536,1115443,"64,012","119,748","196,107","332,790","40,151","64,338","126,776","203,478",575948
BIMB HOLDINGS BERHAD,"BIMB  
 ",31/3/2006,3,30/6/2006,16 Jun 2006  ,300103,235971,859638,715774,"-67,494","4,566","-80,246","34,892","-84,875","-2,208","-120,424","17,008",575953
FLONIC HI-TEC BHD,"FLONIC  
 ",30/4/2006,1,31/1/2007,29 Jun 2006  ,4168,0,4168,0,"1,116",0,"1,116",0,"1,003",0,"1,003",0,575955
MATRIX INTERNATIONAL BERHAD,"MATRIX  
 ",30/4/2006,4,30/4/2006,15 Jun 2006  ,85058,68515,389946,218401,"-8,866","-13,325","-3,785","-7,111","-14,214","-13,496","-17,321","-15,683",575980
SELOGA HOLDINGS BERHAD,"SELOGA  
 ",31/3/2006,1,31/12/2006,11 May 2006  ,18163,26049,18163,26049,643,"-1,617",643,"-1,617",540,"-1,651",540,"-1,651",575995
HONG LEONG BANK BERHAD,"HLBANK  
 ",31/3/2006,3,30/6/2006,10 May 2006  ,439059,371040,1180093,1097844,"229,423","185,873","562,978","558,285","164,595","135,499","404,995","401,081",576002
ATURMAJU RESOURCES BERHAD,"ATURMJU  
 ",31/3/2006,1,31/12/2006,29 May 2006  ,12174,18743,12174,18743,245,"1,301",245,"1,301",195,"1,199",195,"1,199",576005
MANGIUM INDUSTRIES BHD.,"MANGIUM  
 ",31/3/2006,1,31/12/2006,29 May 2006  ,6995,11971,6995,11971,"-1,045",-108,"-1,045",-108,"-1,034",-74,"-1,034",-74,576009
DOLOMITE CORPORATION BERHAD,"DOLMITE  
 ",31/3/2006,1,31/12/2006,29 May 2006  ,23987,17640,23987,17640,"1,162","1,504","1,162","1,504",171,349,171,349,576020
PRESTAR RESOURCES BERHAD,"PRESTAR  
 ",31/3/2006,1,31/12/2006,29 May 2006  ,126920,131203,126920,131203,"3,408","10,406","3,408","10,406","1,407","5,121","1,407","5,121",576023
OCB BERHAD,"OCB  
 ",31/3/2006,1,31/12/2006,29 May 2006  ,42106,41401,42106,41401,"3,453","2,967","3,453","2,967","2,101","1,598","2,101","1,598",576028
KOSMO TECHNOLOGY INDUSTRIAL BERHAD,"KOSMO  
 ",31/3/2006,1,31/12/2006,29 May 2006  ,25753,21563,25753,21563,"4,740","4,834","4,740","4,834","3,048","3,493","3,048","3,494",576036
KEJURUTERAAN SAMUDRA TIMUR BERHAD,"SAMUDRA  
 ",31/3/2006,1,31/12/2006,29 May 2006  ,15079,6690,15079,6690,"3,524","1,528","3,524","1,258","2,309",846,"2,309",846,576043
PATIMAS COMPUTERS BERHAD,"PATIMAS  
 ",31/3/2006,1,31/12/2006,29 May 2006  ,66392,103090,66392,103090,246,"1,929",246,"1,929",294,318,294,318,576057
ATLAN HOLDINGS BERHAD,"ATLAN  
 ",28/2/2006,4,28/2/2006,27 Apr 2006  ,38393,39710,148655,129395,"-2,942","4,281","21,306","10,108","-3,510","3,857","14,139","6,839",576064
BINA GOODYEAR BERHAD,"BGYEAR  
 ",31/3/2006,3,30/6/2006,31 May 2006  ,62359,56078,209864,167805,"2,434","2,922","8,576","9,776","1,432","1,961","5,767","6,680",576069
COMPUGATES HOLDINGS BERHAD,"COMPUGT  
 ",31/3/2006,1,31/12/2006,31 May 2006  ,111675,0,111675,0,612,0,612,0,433,0,433,0,576073
YNH PROPERTY BERHAD,"YNHPROP  
 ",31/3/2006,1,31/12/2006,26 Apr 2006  ,51160,41478,51160,41478,"23,337","18,014","23,337","18,014","16,858","13,215","16,858","13,215",576075
POLY TOWER VENTURES BERHAD,"POLYTWR  
 ",28/2/2006,2,31/8/2006,27 Apr 2006  ,43651,37450,89911,79901,"3,289","2,827","7,131","6,577","3,005","2,492","6,079","5,209",576106
MALAYSIA BUILDING SOCIETY BERHAD,"MBSB  
 ",31/3/2006,1,31/12/2006,28 Apr 2006  ,64683,43896,64683,43896,"3,453","3,322","3,453","3,322","3,471","3,340","3,471","3,340",576109
THE NORTH BORNEO CORPORATION BHD,"BORNEO  
 ",31/3/2006,1,31/12/2006,31 May 2006  ,0,0,0,0,"-1,265","-1,321","-1,265","-1,321","-1,265","-1,321","-1,265","-1,321",576111
MILUX CORPORATION BERHAD,"MILUX  
 ",28/2/2006,2,31/8/2006,28 Apr 2006  ,15869,13906,30008,29193,418,703,"1,374","1,825",248,244,936,"1,026",576112
MAA HOLDINGS BERHAD,"MAA  
 ",31/3/2006,1,31/12/2006,31 May 2006  ,601720,653045,601720,653045,"7,434","-20,654","7,434","-20,654","6,750","-18,126","6,750","-18,126",576125
PERAK CORPORATION BERHAD,"PRKCORP  
 ",31/3/2006,1,31/12/2006,30 May 2006  ,29275,25633,29275,25633,"9,423","4,500","9,423","4,500","3,034",769,"3,034",769,576149
TRANSMILE GROUP BERHAD,"TRANMIL  
 ",31/3/2006,1,31/12/2006,17 May 2006  ,151808,71329,151808,71329,"24,739","13,781","24,739","13,781","18,008","9,561","18,008","9,561",576152
ENGLOTECHS HOLDING BHD,"ENGLOTC  
 ",31/3/2006,1,31/12/2006,18 May 2006  ,22997,20429,22997,20429,"1,600","2,636","1,600","2,636","1,294","2,211","1,294","2,211",576163
AHMAD ZAKI RESOURCES BERHAD,"AZRB  
 ",31/3/2006,1,31/12/2006,25 May 2006  ,99851,40129,99851,40129,"10,589","3,487","10,589","3,487","5,403","2,454","5,403","2,454",576192
FABER GROUP BERHAD,"FABER  
 ",31/3/2006,1,31/12/2006,25 May 2006  ,134239,114652,134239,114652,"14,600","14,644","14,600","14,644","5,013","6,676","5,013","6,676",576198
SIME UEP PROPERTIES BERHAD,"SIMEPTY  
 ",31/3/2006,3,30/6/2006,25 May 2006  ,116681,85452,321637,332861,"24,986","28,525","85,112","125,081","17,504","20,525","60,951","101,347",576213
SUNRISE BERHAD,"SUNRISE  
 ",31/3/2006,3,30/6/2006,26 May 2006  ,87987,76643,240932,237457,"31,060","39,830","91,330","105,022","21,081","27,998","63,229","74,154",576218
LINEAR CORPORATION BERHAD,"LINEAR  
 ",31/3/2006,1,31/12/2006,26 May 2006  ,11607,10720,11607,10720,54,"-1,457",54,"-1,457",-259,"-1,204",-259,"-1,204",576226
SAUJANA CONSOLIDATED BERHAD,"SAUJANA  
 ",31/3/2006,1,31/12/2006,26 May 2006  ,16018,16911,16018,16911,"2,333","-2,603","2,333","-2,603","1,906","-2,394","1,096","-2,394",576239
GUINNESS ANCHOR BERHAD,"GUINESS  
 ",31/3/2006,3,30/6/2006,26 May 2006  ,205606,225747,765101,770530,"29,051","30,195","121,029","110,483","20,930","21,710","87,177","79,655",576246
MAGNI-TECH INDUSTRIES BERHAD,"MAGNI  
 ",30/4/2006,4,30/4/2006,3 Jul 2006  ,22782,23983,93058,93736,349,292,"1,282","1,434",349,128,"1,169",908,576255
WIJAYA BARU GLOBAL BERHAD,"WIJAYA  
 ",30/6/2006,2,31/12/2006,30 Aug 2006  ,12048,18376,24438,36761,"6,666","4,164","7,183","7,243","5,932","3,680","6,705","6,274",576258
CHASE PERDANA BERHAD,"CHASE  
 ",31/3/2006,1,31/12/2006,23 May 2006  ,33486,31141,33486,31141,"-1,674",227,"-1,674",227,"-2,068",82,"-2,068",82,576269
SHANGRI-LA HOTELS (MALAYSIA) BERHAD,"SHANG  
 ",31/3/2006,1,31/12/2006,12 Jun 2006  ,79311,67668,79311,67668,"15,694","8,038","15,694","8,038","9,948","4,616","9,948","4,616",576292
KUMPULAN H & L HIGH-TECH BERHAD,"HIGHTEC  
 ",30/4/2006,2,31/10/2006,30 Jun 2006  ,7580,6327,14861,11987,489,269,480,-507,-14,199,-145,-656,576294
PELANGI PUBLISHING GROUP BHD.,"PPG  
 ",31/3/2006,2,30/9/2006,13 Jun 2006  ,12441,15719,35121,40859,"2,028",761,"8,669","9,403","1,380",622,"6,253","6,839",576299
D'NONCE TECHNOLOGY BHD,"DNONCE  
 ",31/5/2006,3,31/8/2006,27 Jul 2006  ,44435,38677,126102,111026,"1,063",650,"3,977","2,165",760,203,"2,217","1,334",576308
PRESS METAL BERHAD,"PMETAL  
 ",31/3/2006,1,31/12/2006,13 Jun 2006  ,120521,96152,120521,96152,"2,003","2,687","2,003","2,687","1,630","2,043","1,630","2,043",576319
MILUX CORPORATION BERHAD,"MILUX  
 ",31/5/2006,3,31/8/2006,27 Jul 2006  ,17940,15852,47948,45045,"1,078","1,059","2,452","2,884",703,734,"1,639","1,760",576320
TIEN WAH PRESS HOLDINGS BERHAD,"TIENWAH  
 ",31/3/2006,1,31/12/2006,13 Jun 2006  ,27109,27916,27109,27916,"3,014","3,656","3,014","3,656","1,821","2,284","1,821","2,284",576331
METECH GROUP BERHAD,"METECH  
 ",31/3/2006,1,31/12/2006,13 Jun 2006  ,43065,35169,43065,35169,"3,573","1,035","3,573","1,035","3,149",799,"3,149",799,576336
KL INFRASTRUCTURE GROUP BERHAD,"KLINFRA  
 ",30/4/2006,4,30/4/2006,30 Jun 2006  ,9037,8906,38617,32535,"-22,859","-24,240","-80,068","-75,495","-23,275","-24,681","-80,484","-75,936",576337
SUIWAH CORPORATION BERHAD,"SUIWAH  
 ",31/5/2006,4,31/5/2006,26 Jul 2006  ,82584,99497,403916,416798,"3,925","7,090","27,505","32,396","3,769","6,567","23,312","25,702",576344
ES CERAMICS TECHNOLOGY BHD,"ESCERAM  
 ",31/5/2006,4,31/5/2006,20 Jul 2006  ,2539,0,8801,0,681,0,"2,222",0,267,0,"1,708",0,576374
ASIAEP BHD,"ASIAEP  
 ",30/11/2006,3,28/2/2007,31 Jan 2007  ,2247,2351,7815,8953,"1,065",804,"3,080","3,074","1,063",785,"3,074","3,055",576380
TAMCO CORPORATE HOLDINGS BERHAD,"TAMCORP  
 ",30/11/2006,2,31/5/2007,23 Jan 2007  ,111382,97518,220639,185707,"6,202","4,253","11,914","2,906","3,793","2,498","7,564",603,576381
IOI CORPORATION BERHAD,"IOICORP  
 ",31/3/2007,3,30/6/2007,14 May 2007  ,2271783,1452193,6410953,4460578,"527,069","282,218","1,388,574","875,045","425,423","238,965","1,117,200","727,082",576384
QSR BRANDS BHD,"QSR  
 ",30/6/2006,2,31/12/2006,29 Aug 2006  ,103681,88842,203066,181345,"15,140","-28,700","29,478","-19,818","12,626","-30,448","24,578","-22,788",576391
HDM-CARLAW CORPORATION BERHAD,"CARLAW  
 ",30/6/2006,2,31/12/2006,29 Aug 2006  ,846,0,1894,0,67,0,379,0,51,0,345,0,576393
MECHMAR CORPORATION (MALAYSIA) BERHAD,"MECHMAR  
 ",30/6/2006,2,31/12/2006,29 Aug 2006  ,99763,113167,222036,232744,"-1,220","2,738",-129,"7,075","1,574","3,723","5,204","7,955",576403
EXCEL FORCE MSC BERHAD,"EFORCE  
 ",30/6/2006,2,31/12/2006,29 Aug 2006  ,1431,1336,2842,2442,579,540,"1,080","1,000",553,528,"1,044",980,576404
JOHORE TIN BERHAD,"JOHOTIN  
 ",30/6/2006,2,31/12/2006,29 Aug 2006  ,32060,29227,59963,56571,"2,670","2,912","4,547","5,176","1,726","1,882","3,152","3,479",576422
A & M REALTY BERHAD,"A&M  
 ",30/6/2006,2,31/12/2006,29 Aug 2006  ,23211,18092,47159,43293,"4,277","3,642","7,684","6,306","3,164","2,791","5,778","4,724",576431
MALPAC HOLDINGS BERHAD,"MALPAC  
 ",30/6/2006,2,31/12/2006,25 Aug 2006  ,1973,1551,3628,4126,936,692,"2,038","2,557",936,692,"2,038","2,557",576436
IBRACO BERHAD,"IBRACO  
 ",30/6/2006,2,31/12/2006,25 Aug 2006  ,17224,27192,35692,60911,"-1,862","4,757","-1,218","6,786","-1,385","3,112",-972,"4,485",576440
UEM WORLD BERHAD,"UEMWRLD  
 ",30/6/2006,2,31/12/2006,23 Aug 2006  ,1050378,643961,2237886,1204659,"55,493","-38,236","256,826","-48,207","42,021","-39,223","198,534","-45,783",576445
WTK HOLDINGS BERHAD,"WTK  
 ",30/6/2006,2,31/12/2006,28 Aug 2006  ,165756,156036,296314,303882,"29,612","20,705","41,393","40,122","25,323","15,756","32,215","32,899",576447
INSAS BERHAD,"INSAS  
 ",30/6/2006,4,30/6/2006,29 Aug 2006  ,45305,48447,163387,186959,"12,111","-6,949","24,506","23,986","12,162","-7,045","22,838","20,059",576454
NEGRI SEMBILAN OIL PALMS BERHAD,"NSOP  
 ",30/6/2006,2,31/12/2006,29 Aug 2006  ,12428,11133,22684,21457,"3,628","1,863","7,028","4,505","2,799","1,101","5,451","2,936",576455
MUDAJAYA GROUP BERHAD,"MUDAJYA  
 ",30/6/2006,2,31/12/2006,21 Aug 2006  ,58381,84549,105900,171418,"8,723","5,152","14,942","14,915","5,210","3,508","8,062","10,539",576464
ESTHETICS INTERNATIONAL GROUP BERHAD,"ESTETIC  
 ",30/6/2006,1,31/3/2007,21 Aug 2006  ,27433,,27433,,"2,732",,"2,732",,"2,041",,"2,041",,576468
NI HSIN RESOURCES BERHAD,"NIHSIN  
 ",30/6/2006,2,31/12/2006,21 Aug 2006  ,11678,7449,18884,14154,"2,033","1,087","2,160","2,112","1,798",956,"1,621","2,236",576469
LYSAGHT GALVANIZED STEEL BERHAD,"LYSAGHT  
 ",30/6/2006,2,31/12/2006,22 Aug 2006  ,16800,15905,29685,27954,"2,086",978,"3,244","2,544","1,642",632,"2,551","1,754",576472
C.I. HOLDINGS BERHAD,"CIHLDG  
 ",30/6/2006,4,30/6/2006,22 Aug 2006  ,53978,54714,222160,267975,"4,669","-12,069","-5,135","-1,818","6,419","-8,087","-3,738",790,576481
MENTAKAB RUBBER COMPANY (MALAYA) BERHAD,"MTAKAB  
 ",30/6/2006,4,30/6/2006,22 Aug 2006  ,3385,3715,15795,17418,"1,555","2,204","8,365","10,115","1,120","1,587","6,056","7,132",576482
INDUSTRI TEKNOLOGI MIKRO BERHAD,"MIKRO  
 ",30/6/2006,4,30/6/2006,22 Aug 2006  ,3629,0,10972,8221,"1,540",0,"4,148","2,926","1,070",0,"3,021","2,170",576490
ENGTEX GROUP BERHAD,"ENGTEX  
 ",30/6/2006,2,31/12/2006,23 Aug 2006  ,119584,85492,219250,176434,"5,667","4,320","6,184","7,899","4,068","3,206","4,015","5,978",576497
TRICUBES BERHAD,"TCUBES  
 ",31/3/2006,1,31/12/2006,30 May 2006  ,640,3995,640,3995,"-2,585",-86,"-2,585",-86,"-2,585",14,"-2,585",14,576508
TDM BERHAD,"TDM  
 ",31/3/2006,1,31/12/2006,30 May 2006  ,34592,36967,34592,36967,"-1,322","1,830","-1,322","1,830","-1,458","1,100","-1,458","1,100",576511
SOUTHERN ACIDS (M) BERHAD,"SAB  
 ",30/4/2006,4,30/4/2006,29 Jun 2006  ,85772,80941,336214,375057,915,"7,735","4,026","12,903","-1,138","9,593",214,"12,573",576524
SILVER BIRD GROUP BERHAD,"SILVER  
 ",30/4/2006,2,31/10/2006,22 Jun 2006  ,127786,116476,269144,242520,"1,210","6,070","2,423","9,885","1,120","5,980","2,243","9,705",576525
ISLAND & PENINSULAR BERHAD,"I&P  
 ",30/4/2006,1,31/1/2007,21 Jun 2006  ,103624,73665,103624,73665,"26,461","19,380","26,461","19,380","10,793","14,741","10,793","14,741",576537
TANJONG PUBLIC LIMITED COMPANY,"TANJONG  
 ",30/4/2006,1,31/1/2007,21 Jun 2006  ,553070,517589,553070,517589,"155,855","127,054","155,855","127,054","126,989","84,085","126,989","84,085",576544
PRESTAR RESOURCES BERHAD,"PRESTAR  
 ",31/3/2006,1,31/12/2006,20 Jun 2006  ,126920,131203,126920,131203,"3,408","10,406","3,408","10,406","1,407","5,121","1,407","5,121",576547
B.I.G. INDUSTRIES BERHAD,"BIG  
 ",31/3/2006,1,31/12/2006,8 Jun 2006  ,18728,21774,18728,21774,747,"1,475",747,"1,475",741,"1,475",741,"1,475",576553
CONSOLIDATED FARMS BERHAD,"CONFARM  
 ",30/4/2006,1,31/1/2007,29 Jun 2006  ,968,392,968,392,"-4,994","-5,519","-4,994","-5,519","-4,968","-5,493","-4,968","-5,493",576569
MUI PROPERTIES BERHAD,"MUIPROP  
 ",31/3/2006,1,31/12/2006,29 May 2006  ,5422,19191,5422,19191,"-1,255","1,092","-1,255","1,092","-1,540",799,"-1,540",799,576578
MEDA INC. BERHAD,"MEDAINC  
 ",31/3/2006,1,31/12/2006,29 May 2006  ,38983,21172,38983,21172,"5,409",958,"5,409",958,"3,545",506,"3,545",506,576600
HAISAN RESOURCES BERHAD,"HAISAN  
 ",31/3/2006,1,31/12/2006,29 May 2006  ,21634,17027,21634,17027,370,"2,134",370,"2,134",266,"1,551",266,"1,551",576602
UNITED U-LI CORPORATION BERHAD,"ULICORP  
 ",31/3/2006,1,31/12/2006,29 May 2006  ,23179,18423,23179,18423,"2,266","3,988","2,266","3,988","2,042","2,906","2,042","2,906",576611
WIJAYA BARU GLOBAL BERHAD,"WIJAYA  
 ",31/3/2006,1,31/12/2006,29 May 2006  ,12390,18385,12390,18385,517,"3,079",517,"3,079",773,"2,594",773,"2,594",576614
CAN-ONE BERHAD,"CANONE  
 ",31/3/2006,1,31/12/2006,29 May 2006  ,46156,35937,46156,35937,"3,821","3,133","3,821","3,133","3,083","2,569","3,083","2,569",576616
DATASCAN BERHAD,"DATASCN  
 ",31/3/2006,1,31/12/2006,26 May 2006  ,6117,7528,6117,7528,346,392,346,392,315,146,315,146,576628
EKOWOOD INTERNATIONAL BERHAD,"EKOWOOD  
 ",31/3/2006,1,31/12/2006,29 May 2006  ,37456,32098,37456,32098,"4,938","5,855","4,938","5,855","4,590","5,698","4,590","5,698",576629
CHIN TECK PLANTATIONS BERHAD,"CHINTEK  
 ",28/2/2006,2,31/8/2006,10 Apr 2006  ,16676,25280,35646,49641,"8,089","14,642","15,353","29,721","5,956","10,603","10,800","21,475",576644
SARAWAK CONCRETE INDUSTRIES BERHAD,"SCIB  
 ",31/12/2006,1,31/12/2006,31 May 2006  ,7091,2634,7091,2634,-352,-460,-352,-460,-401,-354,-401,-354,576645
